variant,label,family,role,split,task_id,seed,shifted,score
balanced,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,106,True,0.40584
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,106,True,0.35823499999999997
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,106,True,0.49626
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,106,True,0.323655
original,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.4178
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.3752
balanced,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.45008
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.38132
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.52512
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.35636
original,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.4314
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.5173
balanced,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.50692
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.43105499999999997
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.6103799999999999
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.434515
original,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.4044
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.3487
balanced,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.40948
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.352045
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.47922
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,107,True,0.311785
original,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.3991
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.3348
balanced,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.43392
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.36718
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.50088
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.33414
original,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.5675
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.4169
balanced,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.69623
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.701875
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.62663
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.608765
original,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.3532
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.3064
balanced,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.34756
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.30724
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.40884
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,108,True,0.24352000000000001
original,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.381
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.2956
balanced,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.41824
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.35346
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.47736
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.31257999999999997
original,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.5344
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.363
balanced,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.6760499999999999
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.68485
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.59475
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.5805
original,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.3665
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.333
balanced,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.3582
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.31655
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.4248
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task3_startup_week,109,True,0.25815000000000005
original,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.4025
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.3421
balanced,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.43684
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.369735
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.50526
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.338155
original,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.3611
utility_only,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.4068
balanced,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.46272
adaptation_heavy,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.39237999999999995
adaptation_light,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.54408
no_coherence,qwen3.5:2b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.37374
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.3252
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.362
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.313985
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.270885
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.386385
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,100,True,0.2741
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.3815
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.3417
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.411135
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.34404999999999997
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.479475
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,100,True,0.337935
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.3715
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.4232
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.46928000000000003
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.39812000000000003
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.55392
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,100,True,0.38276
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.3553
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.3482
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.355505
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.303095
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.425145
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,101,True,0.29651
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.3781
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.3421
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.40684
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.339735
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.47526
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,101,True,0.338155
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.3811
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.4383
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.47532
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.403405
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.56298
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,101,True,0.391065
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.3646
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.3682
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.362785
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.309375
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.436425
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,102,True,0.30751
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.3752
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.3513
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.40173
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.334165
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.47198999999999997
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,102,True,0.34321500000000005
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.6055
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.437
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.73325
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.74755
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.64835
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,102,True,0.6488
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.5576
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.4358
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.6029857142857143
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.5880000000000001
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.5658333333333334
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,103,False,0.5459857142857143
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.5614
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.3743
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.6067357142857144
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.5933333333333334
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.5550833333333334
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,103,False,0.5083785714285713
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.5919
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.5263
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.7293142857142857
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.723675
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.6842
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,103,False,0.6278071428571428
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.3454
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.3379
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.341605
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.29470999999999997
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.40918499999999997
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,104,True,0.275845
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.3735
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.3183
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.40527
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.33935499999999996
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.46892999999999996
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,104,True,0.32506500000000005
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.3545
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.3964
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.45855999999999997
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.38874
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.53784
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,104,True,0.36802
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.307
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.3241
balanced,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.29212
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.258415
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.35694
no_coherence,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,105,True,0.23075500000000002
original,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.5154
utility_only,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.3117
balanced,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.539745
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.556945
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.46508499999999997
no_coherence,qwen3.5:9b,qwen,primary_model,core,task6_incident_response_week,105,True,0.48408
original,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.5668
utility_only,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.37
balanced,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.7108899999999999
adaptation_heavy,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.73002
adaptation_light,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.60963
no_coherence,qwen3.5:9b,qwen,primary_model,core,task7_quarterly_headcount_plan,105,True,0.61639
original,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,106,True,0.3514
utility_only,qwen3.5:9b,qwen,primary_model,core,task3_startup_week,106,True,0.415
